"","latitude","longitude","brightness","scan","track","acq_date","acq_time","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"19336",-2.96862,-53.0676,NA,0.54,0.42,"2020-10-22",436,"2.0NRT",NA,4,"N",301.5,267.4
"19337",-3.34985,-50.65026,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",304.7,283.4
"19338",-3.29128,-51.08981,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,0.6,"N",303,280.7
"19339",-2.96615,-53.06475,NA,0.54,0.42,"2020-10-22",436,"2.0NRT",NA,3.9,"N",338.7,269.3
"19340",-2.96697,-53.05982,NA,0.54,0.42,"2020-10-22",436,"2.0NRT",NA,3.9,"N",309.3,267.2
"19341",-2.97004,-53.06533,NA,0.54,0.42,"2020-10-22",436,"2.0NRT",NA,3.9,"N",310,266.5
"19342",-2.97086,-53.06039,NA,0.54,0.42,"2020-10-22",436,"2.0NRT",NA,3.9,"N",302.5,266.5
"19343",-3.27984,-51.17062,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,0.7,"N",304.1,283.3
"19344",-3.29295,-51.08968,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,0.8,"N",304.2,279.2
"19345",-3.28333,-51.17118,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,1.1,"N",308.2,283.5
"19346",-3.3989,-50.45444,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",310.9,287.6
"19347",-3.47549,-49.97631,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",318.4,286.7
"19348",-3.64762,-48.89154,NA,0.38,0.36,"2020-10-22",436,"2.0NRT",NA,0.4,"N",302.5,282.4
"19349",-3.1462,-52.03786,NA,0.47,0.4,"2020-10-22",436,"2.0NRT",NA,0.5,"N",297,265.4
"19350",-3.40231,-50.45493,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",307.6,287.5
"19351",-3.40289,-50.45129,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",304,287
"19352",-3.50532,-49.81088,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,0.9,"N",304.3,284.2
"19353",-3.65092,-48.89206,NA,0.38,0.36,"2020-10-22",436,"2.0NRT",NA,0.4,"N",300.9,283
"19354",-3.3595,-50.74313,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,3,"N",321.1,281.8
"19355",-3.5081,-49.81492,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,2.7,"N",334.6,285.6
"19356",-3.50866,-49.81141,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,4.7,"N",331.6,285.7
"19357",-3.54485,-49.58388,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,3.9,"N",330.9,285.4
"19358",-3.3559,-50.76552,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",302.6,281.8
"19359",-3.5454,-49.58039,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,2.8,"N",309.2,284
"19360",-3.35994,-50.76233,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",333.8,283
"19361",-3.36294,-50.74368,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,3,"N",332.4,282.3
"19362",-3.54818,-49.5844,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,3.9,"N",342.2,286.7
"19363",-3.54873,-49.58091,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,2.8,"N",336.6,286
"19364",-3.584,-49.35856,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,1.2,"N",321.1,285.4
"19365",-3.35934,-50.76606,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",308.2,282.1
"19366",-3.36233,-50.74741,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",315,281
"19367",-3.41786,-50.40137,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.4,"N",305.1,286.8
"19368",-3.41845,-50.39773,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",307.9,287
"19369",-3.41903,-50.39409,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",304.9,286.9
"19370",-3.51144,-49.81544,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,2.7,"N",312.3,284.3
"19371",-3.58455,-49.3551,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,1.2,"N",305.9,284.8
"19372",-3.36337,-50.76287,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,2.3,"N",340.6,283.5
"19373",-3.36577,-50.74794,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",330.7,282
"19374",-3.36637,-50.74421,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.8,"N",323.1,281.9
"19375",-3.58732,-49.35908,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,1.5,"N",326.4,285.3
"19376",-3.36277,-50.76661,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,2.3,"N",309.1,282.2
"19377",-3.36397,-50.75914,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,2.2,"N",303.6,281.5
"19378",-3.42184,-50.39825,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",307.2,287
"19379",-3.42242,-50.39462,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",308.5,287.1
"19380",-3.423,-50.39099,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",314.2,287.5
"19381",-3.58787,-49.35561,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,1.5,"N",306,285
"19382",-3.36741,-50.75967,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,2.2,"N",330,283
"19383",-3.36681,-50.7634,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,2.3,"N",316,282.5
"19384",-3.36921,-50.74847,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",302,281.3
"19385",-3.36981,-50.74474,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.8,"N",310.8,281.8
"19386",-3.42523,-50.39879,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",306,287
"19387",-3.42582,-50.39515,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",306.9,286.8
"19388",-3.4264,-50.39152,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",305.1,286.8
"19389",-3.37025,-50.76394,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",320.7,282.6
"19390",-3.37085,-50.7602,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,4.4,"N",342,284.5
"19391",-3.42863,-50.39932,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",305.6,286.9
"19392",-3.42921,-50.39568,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",306.5,286.6
"19393",-3.42979,-50.39205,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",314.8,286.9
"19394",-3.37428,-50.76075,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,4.4,"N",331.8,283.5
"19395",-3.37368,-50.76449,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",310.6,281.8
"19396",-3.43202,-50.39986,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",308.3,286.7
"19397",-3.4326,-50.39622,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",319.2,287.2
"19398",-3.43318,-50.39259,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",316.6,287
"19399",-3.43376,-50.38895,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",303.7,286.9
"19400",-3.43599,-50.39676,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.7,"N",325.8,288
"19401",-3.43657,-50.39312,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,3.7,"N",344.2,288.9
"19402",-3.41207,-50.54653,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",305.9,282.5
"19403",-3.43541,-50.40041,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.7,"N",314.2,287.3
"19404",-3.48931,-50.06229,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",305.7,284.8
"19405",-3.48988,-50.05872,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",304.5,284.6
"19406",-3.4388,-50.40093,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.7,"N",337.4,288.4
"19407",-3.43938,-50.39729,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.7,"N",333.6,288.6
"19408",-3.41136,-50.57287,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",306.3,280.4
"19409",-3.41195,-50.56916,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",303.7,280.7
"19410",-3.41254,-50.56547,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",309.5,281.5
"19411",-3.41313,-50.56177,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",317.8,281.9
"19412",-3.41372,-50.55808,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",314.2,282.4
"19413",-3.41431,-50.55439,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",308.7,281.7
"19414",-3.41489,-50.55072,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",312.3,282.1
"19415",-3.41548,-50.54707,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",315,281.8
"19416",-3.41606,-50.5434,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",312.3,282
"19417",-3.43822,-50.40458,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.6,"N",315.1,287
"19418",-3.43996,-50.39366,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,3.7,"N",317.4,287.4
"19419",-3.49267,-50.06281,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",305.6,284.3
"19420",-3.49323,-50.05926,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",302.6,284.5
"19421",-3.41536,-50.56969,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,4.3,"N",345.4,283.5
"19422",-3.41595,-50.56599,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,4.3,"N",352.5,284.3
"19423",-3.41654,-50.56231,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.5,"N",334.8,283
"19424",-3.41713,-50.55862,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.5,"N",326.4,282.7
"19425",-3.4183,-50.55127,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",321.1,282.4
"19426",-3.41418,-50.57712,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",307.1,280.3
"19427",-3.41477,-50.5734,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",317.9,281.5
"19428",-3.41772,-50.55493,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",316.1,281.7
"19429",-3.41889,-50.5476,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",314.6,282.1
"19430",-3.41947,-50.54394,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",312.3,282.4
"19431",-3.42006,-50.54026,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",314.3,282.5
"19432",-3.4422,-50.40145,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",305.6,286.9
"19433",-3.44278,-50.39781,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",314.3,287.4
"19434",-3.41878,-50.5702,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,4.3,"N",320.2,281.3
"19435",-3.42581,-50.5261,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.6,"N",336.5,285.5
"19436",-3.42639,-50.52244,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.6,"N",321.2,285.1
"19437",-3.52475,-49.90422,NA,0.39,0.37,"2020-10-22",436,"2.0NRT",NA,3.1,"N",331,284.8
"19438",-3.52531,-49.90069,NA,0.39,0.37,"2020-10-22",436,"2.0NRT",NA,3.1,"N",328.1,284.4
"19439",-3.41759,-50.57765,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",313,280.6
"19440",-3.41819,-50.57392,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",315.7,281.4
"19441",-3.41937,-50.56651,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,4.3,"N",305.7,281.2
"19442",-3.41995,-50.56284,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.5,"N",303.8,281.7
"19443",-3.42171,-50.5518,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.5,"N",304,281.7
"19444",-3.4223,-50.54813,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",307.9,281.8
"19445",-3.38189,-50.82342,NA,0.42,0.38,"2020-10-22",436,"2.0NRT",NA,1.6,"N",328.5,281.2
"19446",-3.38249,-50.81965,NA,0.42,0.38,"2020-10-22",436,"2.0NRT",NA,1.6,"N",317.5,280.6
"19447",-3.42395,-50.55968,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",303.3,281.4
"19448",-3.42454,-50.556,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",308,281.5
"19449",-3.42512,-50.55232,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",309.1,282
"19450",-3.42571,-50.54865,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",312.7,282
"19451",-3.42629,-50.54498,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",306.2,282
"19452",-3.42922,-50.52664,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",306.9,284.2
"19453",-3.4298,-50.52298,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",302.7,284.1
"19454",-3.5281,-49.90473,NA,0.39,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",305.3,283.9
"19455",-3.42854,-50.55285,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",320.9,282.1
"19456",-3.38533,-50.82397,NA,0.42,0.38,"2020-10-22",436,"2.0NRT",NA,1.6,"N",316.6,280
"19457",-3.38593,-50.8202,NA,0.42,0.38,"2020-10-22",436,"2.0NRT",NA,1.6,"N",303.8,279.8
"19458",-3.42737,-50.5602,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",314.2,281.4
"19459",-3.42795,-50.55652,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",316.4,281.7
"19460",-3.42912,-50.54917,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",313.2,281.4
"19461",-3.4297,-50.54551,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",308,281.4
"19462",-3.43253,-50.54973,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",320.3,281.6
"19463",-2.86986,-54.05627,NA,0.42,0.45,"2020-10-22",436,"2.0NRT",NA,1.1,"N",300.7,268.3
"19464",-2.87046,-54.05252,NA,0.42,0.45,"2020-10-22",436,"2.0NRT",NA,1,"N",298.2,267.2
"19465",-3.43019,-50.56441,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",314.2,281.2
"19466",-3.43077,-50.56074,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",316.9,281
"19467",-3.43136,-50.55707,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",310.4,281.9
"19468",-3.43194,-50.5534,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",315.9,281.3
"19469",-3.43311,-50.54606,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",302.7,280.9
"19470",-2.874,-54.05694,NA,0.42,0.45,"2020-10-22",436,"2.0NRT",NA,1.1,"N",309.2,267.7
"19471",-3.43301,-50.56868,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",306.1,280.7
"19472",-3.43359,-50.56499,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",313.7,281
"19473",-3.43418,-50.56131,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.3,"N",312.8,281.4
"19474",-3.43476,-50.55764,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",316,282
"19475",-3.43535,-50.55397,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",315.6,281.6
"19476",-3.43593,-50.5503,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",312.8,281.5
"19477",-3.4371,-50.54296,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.6,"N",315,281.5
"19478",-4.74039,-42.10985,NA,0.52,0.5,"2020-10-22",436,"2.0NRT",NA,2.8,"N",322.5,291.1
"19479",-4.74109,-42.10514,NA,0.53,0.5,"2020-10-22",436,"2.0NRT",NA,3.8,"N",325.5,291.4
"19480",-3.43642,-50.56924,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",301.5,280.2
"19481",-3.437,-50.56556,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",306.9,280.6
"19482",-3.43758,-50.56189,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",312.4,281.7
"19483",-3.43817,-50.55821,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",308.7,282
"19484",-3.43875,-50.55452,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",316.7,281.8
"19485",-3.43934,-50.55085,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.3,"N",319.6,281.4
"19486",-3.44041,-50.5661,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",307,280.5
"19487",-3.44099,-50.56242,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",310.4,281.3
"19488",-3.44158,-50.55874,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",312.1,281.5
"19489",-3.44216,-50.55506,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",306,281.3
"19490",-3.44383,-50.56661,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",312.1,280.7
"19491",-3.44441,-50.56294,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",311.2,280.8
"19492",-3.44499,-50.55927,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",313.9,281.3
"19493",-3.44557,-50.55561,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",311.3,281.1
"19494",-3.48542,-50.30427,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",312.8,285.2
"19495",-3.52347,-50.06403,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",304.5,283.9
"19496",-3.44724,-50.56714,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",309.4,280.5
"19497",-3.44782,-50.56348,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",304.7,280.7
"19498",-3.4484,-50.55981,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",306.9,280.6
"19499",-3.44898,-50.55614,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",307.2,280.8
"19500",-3.52627,-50.0681,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",304.3,283.7
"19501",-3.52683,-50.06455,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",314.5,284.4
"19502",-4.1034,-46.3872,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,0.7,"N",306.1,285.6
"19503",-3.28506,-51.63456,NA,0.45,0.39,"2020-10-22",436,"2.0NRT",NA,0.7,"N",299.1,273.4
"19504",-3.46739,-50.48398,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",314.5,288.3
"19505",-3.47021,-50.48819,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",306.2,287.1
"19506",-3.47079,-50.48453,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",304.7,287.8
"19507",-3.49433,-50.35761,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",309.6,284.4
"19508",-3.4949,-50.35397,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",303.4,283.6
"19509",-3.49771,-50.35815,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,9.1,"N",352.7,290.1
"19510",-3.49829,-50.35452,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,9.1,"N",342.5,286.1
"19511",-3.49714,-50.3618,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",302.4,284.6
"19512",-3.49886,-50.35089,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,2.1,"N",313.1,283.2
"19513",-3.50167,-50.35507,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,9.1,"N",349.7,286.1
"19514",-3.50224,-50.35143,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,2.1,"N",326.8,284.1
"19515",-3.5011,-50.3587,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,9.1,"N",316.4,284.6
"19516",-3.51194,-50.28994,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",308.5,284.9
"19517",-3.51251,-50.28633,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",314.4,285.2
"19518",-3.43955,-50.77109,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",321.4,283.5
"19519",-3.50506,-50.35561,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,3,"N",340,285.2
"19520",-3.43837,-50.77858,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",301.6,282.6
"19521",-3.44014,-50.76735,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.4,"N",303.9,283.3
"19522",-3.50448,-50.35925,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,3,"N",308.8,284.3
"19523",-3.50563,-50.35196,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,2,"N",317.2,283.8
"19524",-3.51532,-50.29048,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",314.1,285.3
"19525",-3.39649,-51.06673,NA,0.43,0.38,"2020-10-22",436,"2.0NRT",NA,0.6,"N",300.8,280.3
"19526",-3.62528,-49.61438,NA,0.39,0.36,"2020-10-22",436,"2.0NRT",NA,1,"N",316.7,287.7
"19527",-3.98584,-47.32106,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.6,"N",307.2,288.3
"19528",-3.49293,-50.47678,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",327.8,287.6
"19529",-3.4935,-50.4731,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",312.5,287
"19530",-3.49408,-50.46943,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",308.9,287
"19531",-3.45397,-50.74659,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",304,283.4
"19532",-3.45455,-50.74286,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",313.8,283.5
"19533",-3.49633,-50.47731,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",308.3,286.4
"19534",-3.4969,-50.47365,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",307.3,286.8
"19535",-3.49748,-50.46997,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",308.1,286.7
"19536",-3.5175,-50.34269,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",305.5,284
"19537",-3.4536,-50.74598,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",303.6,282.9
"19538",-3.4542,-50.74226,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.8,"N",310.3,283.2
"19539",-3.49695,-50.47701,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",308.4,286.8
"19540",-3.49754,-50.47336,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1,"N",309.7,287
"19541",-3.49813,-50.4697,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",307.4,286.9
"19542",-3.45763,-50.74281,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.8,"N",323.7,284
"19543",-3.45703,-50.74653,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.2,"N",316.8,283.4
"19544",-3.50152,-50.47025,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.8,"N",307.7,286.8
"19545",-3.5237,-50.33223,NA,0.4,0.37,"2020-10-22",436,"2.0NRT",NA,1.9,"N",319.9,283.8
"19546",-3.46046,-50.74708,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",304.8,282.9
"19547",-3.46226,-50.7359,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",302.9,283.1
"19548",-3.46286,-50.73219,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",304.1,282.7
"19549",-3.46389,-50.74763,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",307,283.1
"19550",-3.46449,-50.74391,NA,0.42,0.37,"2020-10-22",436,"2.0NRT",NA,1.1,"N",304.8,282.8
"19551",-3.50644,-50.50476,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,1.7,"N",318.6,287.1
"19552",-3.60505,-49.9313,NA,0.39,0.37,"2020-10-22",436,"2.0NRT",NA,2.5,"N",323.6,287.3
"19553",-4.03378,-47.2428,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.2,"N",328.9,287.8
"19554",-4.03717,-47.24331,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,2.2,"N",311.5,287.7
"19555",-3.54539,-50.41365,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,4.6,"N",339.8,287.4
"19556",-3.54598,-50.41001,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,5.4,"N",340.4,287.6
"19557",-3.54075,-50.44276,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.7,"N",305.8,286.6
"19558",-3.54356,-50.44696,NA,0.41,0.37,"2020-10-22",436,"2.0NRT",NA,0.9,"N",307.7,286.6
